id;parent_id;name;description;slug;link_rewrite;active;position;meta_title;meta_desc;
"342";"55";"Мигдаль (Prunus dulcis)";"Мигдаль - кущ або невелике дерево, яке зростає до 2-3 м заввишки, і так само завширшки. Розквітає в травні яскраво-рожевими, махровими квітами. Тисячі квіток покривають широкий, розлогий кущ висотою до двох метрів. Після відцвітання дерево покривається листям. У червні-липні починає плодоносити. Дуже світлолюбний та посухостійкий. Грунти полюбляє легкі, піщані та добре дреновані. Для рясного цвітіння рекомендують весною вносити перегній. Морозостійкість до -25 °C.";"342-migdal-prunus-dulcis";"migdal-prunus-dulcis";"1";"22";"Мигдаль (Prunus dulcis)";"Мигдаль (Prunus dulcis)";
"1252";"55";"Нісса (Nyssa)";"";"1252-nissa-nyssa";"nissa-nyssa";"0";"23";"Нісса (Nyssa)";"Нісса (Nyssa)";
"1342";"55";"Оливкове дерево (Olea europaea)";"Маслина європейська, Олива європейська, Маслина культурна, Оливкове дерево";"1342-olea-europaea";"olea-europaea";"1";"24";"Оливкове дерево (Olea europaea)";"Маслина європейська, Олива європейська, Маслина культурна, Оливкове дерево";
"302";"55";"Павловнія (Paulownia)";"Павловнія – листопадне дерево. Крона висока, відкрита та розлога. Гілки горизонтальні до висхідних. Павловнія характеризується великими, об’ємними листками. Квітки дуже великі, блідо фіолетові, блакитні та білі, зібрані у великі, прямостоячі суцвіття. Невибаглива рослина, найкраще зростає у теплому кліматі, не любить сильних протягів вітрів. Використовують у декоративному озеленені парків, скверів та бульварів.";"302-pavlovniya-paulownia";"pavlovniya-paulownia";"1";"25";"Павловнія (Paulownia)";"Павловнія (Paulownia)";
"1267";"55";"Паротія (Parrotia)";"";"1267-parotiya-parrotia";"parotiya-parrotia";"1";"26";"Parrotia (Паротія)";"Parrotia (Паротія)";
"338";"55";"Платан (Platanus)";"Платан –  листяне дерево з гарною формою крони. Може виростати до 20-30 м. Листочки, за своєю формою, нагадують кленові  розміром 10-20 см. Це швидкоросле дерево. Квітне в кінці квітня – на початку  травня, дрібними квітами. Плоди декоративні, круглої форми. Платан не вибагливий до грунту але краще росте на пухких добре дренованих грунтах. Формувати можна за допомогою обрізки. Дерево стійке до шкідників та не  потребує підживлення добривами. Часто платани використовують в ландшафтному дизайні та в озелененні парків. Платан чудово виглядає як в одиночних так і в групових посадках.


";"338-platan-platanus";"platan-platanus";"1";"27";"Платан (Platanus)";"Платан (Platanus)";
"403";"55";"Робінія (Robinia)";"Робінія – рід багаторічних дерев та кущів родини Бобових. Листя непарноперисте, яйцевидної форми. Квітки розквітають білими, рожевими та пурпурними кольорами, зібрані в китиці, володіють надзвичайно ароматним запахом. Розквітають в травні – червні. Рослини цього роду світлолюбні та посухостійкі. Не виносять перезволоження грунтів. Рослини характеризують високою декоративністю завдяки гарному габітусу і орнаментальним витонченим густим листям. Використовують в якості солітерів або посадок невеликими групами, також ці рослини ідеально підійдуть для облаштування алей та живоплотів.";"403-robiniya-robinia";"robiniya-robinia";"1";"28";"Робінія (Robinia)";"Робінія (Robinia)";
"267";"55";"Сакура (Prunus serrulata)";"Сакура – дуже вишукане листяне дерево. Листя залежно від сорту мають властивість змінювати  забарвлення, але найбільшою особливістю є її вишукане цвітіння. Пишні квіти зазвичай ніжного рожевого кольору, які прикрашають дерево в кінці весни. При виборі ділянки слід надати перевагу добре освітленим місцям з вологим та добре дренованим грунтом. Сакура ідеально підійде для одиноких та групових посадок. Стане яскравим акцентом в саду. Часто використовують в ландшафтному дизайні для оформлення паркових доріжок та алей.";"267-prunus-serrulata";"prunus-serrulata";"1";"29";"Сакура (Prunus serrulata)";"Сакура (Prunus serrulata)";
"1347";"55";"Софора (Sophora)";"";"1347-sophora";"sophora";"1";"30";"Софора (Sophora)";"Софора (Sophora)";
"236";"55";"Слива (Prunus)";"";"236-prunus";"prunus";"1";"31";"Слива (Prunus)";"Слива (Prunus)";
"394";"55";"Сумах (Rhus)";"Сумах - багаторічне дерево з широкою ажурною кроною. Восени швидко починає чарувати своїм яскравим, жовтимта червоним забарвленням, що робить його особливим. У виборі ділянки потрібно звернути увагу, що сумах надає перевагу сонячним або частково затіненим місцям з суглинистим та супіщаним, пухким, добре дренованим ґрунтом. Рослина достатньо зимостійка до -31, тому не потребує укриття. Добре підходить для одичних посадок. Гарно виглядає в центрі садових композиціях. Рідше використовують в групових посадках вздовж алейних доріжок 



";"394-sumakh-rhus";"sumakh-rhus";"1";"32";"";"";
"337";"55";"Тамарикс (Tamarix)";"Тамарикс (Tamarix)";"337-tamariks-tamarix";"tamariks-tamarix";"1";"33";"Тамарикс (Tamarix)";"Тамарикс (Tamarix)";
"408";"55";"Тополя (Populus)";"Тополя – багаторічне високе листяне дерево родини вербових. Має гарну форму крони. Гілки прямолінійні та густо розгалужені. Листочки серцеподібної форми, до пізньої осені залишаються зеленими. Дерево віддає перевагу сонячним місцям. Любить досить вологий ґрунт. Деякі сорти на одному місці можуть рости до 120 років. Застосовується в одиночних і групових посадках, для створення алей і вітрозахисних посадок. ";"408-topolya-populus";"topolya-populus";"1";"34";"Тополя (Populus)";"Тополя (Populus)";
"339";"55";"Туна (Toona)";"Туна  - листяне дерево, яке зростає до 10 м заввишки. Листя зелене, довгочерешкове та  парноперисте, 20-50 см,  з короткочерешковими листочками (8-15 см завдовжки). Молоді пагони дрібно опушені. Цвіте у червні, плодоносить у вересні. Цвіте білими, ароматними квітками дзвоникоподібної форми, близько 5 мм в діаметрі. Полюбляє сонячні місця. Віддає перевагу родючим та добре дренованим грунтам. Морозостійкість до -24 ° C. Використовують для декоративного озеленення міст, парків та інших територій. ";"339-tuna-toona";"tuna-toona";"1";"35";"Туна (Toona)";"Туна (Toona)";
"1298";"55";"Фісташка (Pistacia)";"";"1298-pistacia";"pistacia";"0";"36";"";"Фісташка (Pistacia)";
"290";"55";"Шовковиця (Morus)";"";"290-shovkovicya";"shovkovicya";"1";"37";"Шовковиця (Morus)";"Шовковиця (Morus)";
"1233";"55";"Яблуня декоративна";"Яблуня декоративна – це листяне дерево, виведене для створення гарних ландшафтних композицій. Найбільше такі яблуні декоративні в період цвітіння. Такі яблуні також можуть плодоносити але плоди зазвичай маленькі і як правило не вживаються в їжу. Декоративна яблуня полюбляє рости на сонячних місцях і любить помірно-вологий грунт. Такі яблуні використовують в озелененні приватних ділянок та міських територій.";"1233-yablunya-dekorativna";"yablunya-dekorativna";"1";"38";"";"";
"1194";"55";"Ясен (Fraxinus)";"Ясен – це листяне дерево. Може виростати до 20-40 м у висоту. Має  гарну густу крону і хорошу кореневу систему. Листочки складні, непарноперисті. Квітне в квітні-травні. Цвітіння залежить від сорту але практично усі не мають аромату. Плоди – видовжені крилатки. Всі види ясена полюбляють рости на сонячних місцях та є морозостійкими. Висаджують уздовж доріг, у парках.";"1194-yasen-fraxinus";"yasen-fraxinus";"1";"39";"";"";
"1396";"55";"Груша декоративна (Pyrus)";"";"1396-pyrus";"pyrus";"1";"40";"Груша декоративна (Pyrus)";"Груша декоративна (Pyrus), китайська груша";
"53";"3";"Листяні кущі";"Листяні декоративні рослини об'єднують собою велику кількість гарних дерев та кущів, котрі як правило скидають листя взимку. Багато з них мають високі естетичні якості кори стовбурів, цікаві кольорові відтінки листя, мають гарний цвіт, у деяких є декоративні плоди, що довго тримаються.
Ви можете купити високоякісні адаптовані листяні декоративні рослини з доставкою по Україні у нашому інтернет магазині. Доставка здійснюється у Київ, Львів, Харків, Дніпро, Запоріжжя, Херсон, Одесу, Луцьк, Івано-Франківськ, Чернівці, Хмельницький та інші населені пункти службою поштової доставки.

 ";"53-foliar";"foliar";"1";"2";"Листяні рослини,  чагарники, кущі, Лиственные растения";"Багаторічні декоративні листяні кущі";
"354";"53";"Аронія (Aronia)";"Аронія — витривалий листопадний чагарник із декоративним цвітінням навесні та темними корисними ягодами восени. Плоди багаті на вітаміни та антиоксиданти, використовуються для соків, варення та сушіння. Добре підходить для живоплотів, ягідних садів і невибагливих ландшафтних посадок.";"354-aroniya-aronia";"aroniya-aronia";"1";"0";"Аронія, Горобина";"";
"255";"53";"Аукуба (Aucuba)";"Аукуба — вічнозелений декоративний чагарник із блискучим шкірястим листям, часто зі строкатим жовтим або золотистим малюнком. Добре росте в тіні, де більшість рослин втрачають декоративність, тому ідеально підходить для затінених ділянок саду. Використовується як акцентна рослина та для створення вічнозелених композицій.";"255-aucuba";"aucuba";"1";"1";"Аукуба (Aucuba)";"Аукуба (Aucuba)";
"159";"53";"Барбариси (Berberis)";"Барбарис — декоративний листопадний або вічнозелений чагарник із яскравим забарвленням листя та декоративними плодами. Часто використовується для створення живоплотів завдяки щільній кроні та колючим пагонам. Невибагливий, морозостійкий і добре підходить для міського та приватного озеленення.";"159-barbaris";"barbaris";"1";"2";"Барбариси (Berberis)";"Барбариси (Berberis)";
"164";"53";"Бересклет (Euonymus)";"Бересклет - дерево або кущ з сімейства Бересклетові. У природі зустрічаються листопадні і вічнозелені екземпляри. Зазвичай дерево або розкидисті кущі заввишки до 4-10 м. Листя супротивне, зелене або рябисте, ближче до осені може змінювати колір. Квітне у травні-червні, квітки дрібні, різних кольорів. Бересклет зимостійкий, полюбляє пухкий грунт. Найкраще себе почуває на сонячних та напівтінистих ділянках. Використовується в ландшафтному дизайні для створеня міксбордерів та живоплотів.";"164-beresklet";"beresklet";"1";"3";"Бересклет Euonymus";"Бересклет Euonymus";
"170";"53";"Бирючина (Ligustrum)";"Бирючина – листопадний чагарник. Цей рід налічує більш ніж 50 видів. Листочки в бирючини зеленого кольору, овальної форми. Квітне зазвичай в липні-серпні, дуже духм’яними квітами білого кольору. Це не вибаглива посухостійка рослина, може рости на будь-яких грунтах. Полюбляє сонце та півтінь. Бирючина потребує формуючої стрижки. Завдяки цьому вона стає пишнішою. Дуже часто з неї створюють живоплоти та топіарні фігури. Ландшафтні дизайнери використовують бирючину для створення японських садів.";"170-biryuchina";"biryuchina";"1";"4";"Бирючина Ligustrum";"Бирючина Ligustrum";
"166";"53";"Буддлея (Buddleja)";"Будлея – це листяний чагарник. Її ще називають «магнітом для метеликів». А все тому, що квіточки такого чагарника мають сильний медовий запах, завдяки чому для їх запилення злітаються великі ефектні метелики. Більшість видів будлеї мають ланцетну форму листя. Суцвіття видовженої форми, колір залежить від сорту. Висаджувати потрібно в нейтральний, добре дренований грунт. Будлею часто використовують в ландшафтному дизайні для створення акцентів.";"166-buddleja";"buddleja";"1";"5";"Буддлея - Buddleja";"Буддлея - Buddleja";
"351";"53";"Бузина (Sambucus)";"Бузина - кущ або дерево висотою до 6 м. Пагони бурого кольору. Листки 35 см завдовжки, супротивні, непарноперисті, мають різне забарвлення – червоне, золотисте. Рослина характеризується пірамідальними, кулеподібними та  плакучими формами. Зацвітає бузина в кінці травня, великими, плоскими суцвіттями, які складаються з великої кількості маленьких квіточок білого та бежевого кольору.  Рослина не вимоглива, але погано переносить тінь та кислі грунти.  У декоративному озелененні часто використовують в якості живоплоту. ";"351-buzina";"buzina";"1";"6";"Бузина";"";
"303";"53";"Бузок (Syringa)";"";"303-buzok-syringa";"buzok-syringa";"1";"7";"Бузок (Syringa)";"Бузок (Syringa)";
"179";"53";"Вейгела (Weigela)";"Вейгела - декоративний листяний чагарник з барвистим листям та квітками, рясне цвітіння навесні у багатьох сортів вейгел повторюється восени. Квітки трубчасті, приваблюють комах та птахів. Грунт для вирощування вейгел повинен бути добре дренованим, висаджувати слід в сонячні та напівзатінені місця. Рослина стійка до шкідників та хвороб. Вейгела підійде як для одиночної посадки так і для створення квітучих живоплотів. Досить часто ландшафтні дизайнери використовують цей сорт для озеленення японських та вересових садів.";"179-weigela";"weigela";"1";"8";"Вейгела Weigela";"Вейгела Weigela";
"1195";"53";"Гамамеліс (Hamamelis)";"Гамамеліс - високе дерево або чагарник. Зазвичай у дорослому віці рослина досягає 5 м у висоту та ширину. Листя асиметричні, яскраво-зеленого кольору. Восени колір листя змінюється на жовто-червоний або коричневий відтінок. Відмінно росте на вологих, родючих ґрунтах. Прекрасно виглядає в групових і одиночних посадках - на газоні, клумбах, в садових композиціях з іншими рослинами. Чарівне осіннє забарвлення робить його бажаним гостем наших садів, парків. ";"1195-gamamelis-hamamelis";"gamamelis-hamamelis";"1";"9";"";"";
"363";"53";"Гібіскус, Hibiscus";"Гібіскус - багаторічний листяний чагарник  з крупним листям і квітами. Цвітіння гібіскуса тривале - його квіти прикрашатимуть сад дуже довгий період. Висаджувати гібіскус слід на напівсонячному місці з помірно родючим та  добре дренованим грунтом. За рахунок своєї декоративності гібіскус може стати справжньою окрасою, а невибагливість в догляді і висока стійкість - іще один аргумент, щоб цей чудовий квітучий багаторічник знайшов своє місце у вашому садку.";"363-hibiscus";"hibiscus";"1";"10";"Hibiscus, Гібіскус";"Hibiscus, Гібіскус";
"1196";"53";"Глід (Crataegus)";"";"1196-glid-crataegus";"glid-crataegus";"1";"11";"";"";
"1255";"53";"Горобинник (Sorbaria)";"";"1255-gorobinnik-sorbaria";"gorobinnik-sorbaria";"1";"12";"Горобинник (Sorbaria)";"Горобинник (Sorbaria)";
"227";"53";"Гортензія (Hydrangea)";"Гортензія – гарно-квітучий декоративний кущ, заввишки до 1,5 м. Листя широкояйцевидної форми, велике до 15 см . Квітне різнокольоровими квітами до 2 см в діаметрі, що зібрані у суцвіття. Морозостійкі, невибагливі у догляді, однак у спекотний період потребують регулярного поливу та якісного дренажу грунту. Гортензію часто використовують в декоративному озеленені в парках, скверах та садах. Красиво виглядають в одиночних та групових посадках з листяними та хвойними рослинами. Ними також озеленюють клумби. Нерідко за допомогою гортензій створюють гарну живу огорожу.";"227-gortenziya-hydrangea";"gortenziya-hydrangea";"1";"13";"Гортензія (Hydrangea )";"Гортензія (Hydrangea )";
"241";"53";"Гребенщик (Tamarix)";"";"241-tamarix";"tamarix";"0";"14";"Гребенщик (Tamarix)";"Гребенщик (Tamarix)";
"231";"53";"Дейція (Deutzia)";"Дейція - багаторічний, швидкорослий листяний чагарник з розлогою, зазвичай піднятою до верху, кроною. Головною перевагою цього куща є його раннє цвітіння. Залежно від сорту квіточки маленькі ніжні, зібрані в суцвіття. При виборі ділянки для висадки слід звернути увагу на те, що дейції добре ростуть на сонячних місцях та потребують постійного і помірного поливу. Дейція – дуже гарна рослина, яка прикрасить будь які декоративні композиції, стане чудовим акцентом саду та навіть в оформленні живоплоту створить цікавий дизайн. ";"231-deutzia";"deutzia";"1";"15";"Дейція (Deutzia)";"Дейція (Deutzia)";
"161";"53";"Дерен (Cornus)";"Дерен, який у ботаніці також відомий як свидина, свида, телікранія біла, кизил (Cornus) - це рід багаторічних рослин родини деренових,  який налічує близько 50 видів. Переважно це листопадні рослини — дерева або чагарники. Деякі види — трав'янисті рослини.
Окремі види дерену широко застосовуються у ландшафтному садівництві - це дерен білий, дерен коуза, дерен криваво-червоний, дерен шовковистий та інші.В залежності від виду та сорту дерен вражає своїми декоративними особливостями круглий рік: рясне весняне цвітіння, різноманіття форм та кольорів листя, декоративні плоди, неймовірне осіннє забарвлення листя та фантастичні кольорові пагони взимку.Дерен використовується при створенні живоплотів, вільних груп, бордюрів, у оформленні галявин та інших елементів ландшафтних композицій.";"161-deren";"deren";"1";"16";"Дерен -Cornus";"Дерен - Cornus";
"1242";"53";"Дієрвіла (Diervilla)";"";"1242-diyervila-diervilla";"diyervila-diervilla";"1";"17";"Дієрвіла (Diervilla)";"Дієрвіла (Diervilla)";
"1297";"53";"Ескалонія (Escallonia)";"";"1297-escallonia";"escallonia";"1";"18";"Ескалонія (Escallonia)";"Ескалонія (Escallonia)";
"1193";"53";"Екзохорда  (Exochorda)";"";"1193-ekzokhorda";"ekzokhorda";"1";"19";"";"";
"1249";"53";"Жасмин (Jasminum)";"";"1249-zhasmin-jasminum";"zhasmin-jasminum";"1";"20";"Жасмин (Jasminum)";"Жасмин (Jasminum)";
"232";"53";"Звіробій (Hypericum)";"";"232-hypericum";"hypericum";"1";"21";"Звіробій (Hypericum )";"Звіробій (Hypericum )";
"270";"53";"Ірга (Amelanchier)";"Ірга - великий чагарник або невелике дерево користується великою популярністю серед ландшафтних дизайнерів, з її використанням втілюють класні сучасні проекти як у міському озелененні, так і в дизайні приватних садів. Ірга чарує не тільки своїм теплим кольором листя, а й солодкими плодами схожими на чорниці. ";"270-amelanchier";"amelanchier";"1";"22";"Ірга (Amelanchier)";"Ірга (Amelanchier)";
"1256";"53";"Ітея (Itea)";"";"1256-iteya-itea";"iteya-itea";"1";"23";"Ітея (Itea)";"Ітея (Itea)";
"233";"53";"Калина (Viburnum)";"Калина – багаторічний  листяний чагарник з асиметричною кроною. Зазвичай листя зеленого забарвлення з цікавим суцвіттям та плодами. Вона є цінною лікарською рослиною. Калина не сильно вибаглива, проте віддає перевагу родючим, слабокислим та суглинним ґрунтам. Гарно підходить для посадки у сільських, натуралістичних та романтичних садах, парках та біля води.  Завдяки своєму цікавому дизайну, калина добре поєднується з іншими чагарниками.";"233-viburnum";"viburnum";"1";"24";"Калина (Viburnum)";"Калина (Viburnum)";
"1341";"53";"Каліандра (Calliandra)";"";"1341-calliandra";"calliandra";"1";"25";"Каліандра (Calliandra)";"Каліандра (Calliandra)";
"1299";"53";"Калікант (Calycanthus)";"";"1299-kalikant-calycanthus";"kalikant-calycanthus";"1";"26";"Калікант (Calycanthus)";"Калікант (Calycanthus)";
"1203";"53";"Камелія (Camellia)";"";"1203-kameliya-camellia";"kameliya-camellia";"1";"27";"Камелія (Camellia)";"Камелія (Camellia)";
"261";"53";"Каріоптеріс (Caryopteris)";"";"261-caryopteris";"caryopteris";"1";"28";"Каріоптеріс (Caryopteris)";"Каріоптеріс (Caryopteris)";
"234";"53";"Керія (Kerria)";"Керія - швидко зростаючий листопадний чагарник з безліччю прутоподібних зелених пагонів, через що, деякий період керія нагадує трав'янисту рослину. Також особлива своїм сонячним цвітінням, яке не залишить байдужим жодного ландшафтного дизайнера. Невибаглива, росте на будь-якому, добре дренованому грунті. Доповнить будь яку посадку та стане прикрасою навіть найменшого куточка. Відмінно виглядає в композиціях з ранніми весняними квітами.";"234-kerria";"kerria";"0";"29";"Керія (Kerria)";"Керія (Kerria)";
"163";"53";"Кизильник (Cotoneaster)";"Кизильник (Cotoneaster) - це рід листопадних чи вічнозелених чагарників / невеликих дерев родини Rosaceae. Рід налічує близько 270 визнаних видів.
Кизильники широко використовуються в озелененні. Цінуються завдяки своєму привабливому вигляду та яскравим декоративним плодам, що прикрашають рослини всю зиму. Деякі з видів використовують для закріплення піщаних схилів, кизильник може використовуватись як альтернативна газонному покриттю, а також висаджуватись у живоплоти. У колекціях ботанічних садів кизильники відомі з 1864 року.
Кизильники невибагливі у вирощуванні та догляді, єдине на що негативно реагує рослина - це застій вологи в грунті.";"163-kizilnik";"kizilnik";"1";"30";"Кизильник - Cotoneaster";"Кизильник - Cotoneaster";
"1296";"53";"Клеродендрум (Clerodendrum)";"";"1296-clerodendrum";"clerodendrum";"1";"31";"Клеродендрум (Clerodendrum)";"Клеродендрум (Clerodendrum)";
"1240";"53";"Клетра (Clethra)";"";"1240-kletra-clethra";"kletra-clethra";"1";"32";"Клетра (Clethra)";"Клетра (Clethra)";
"295";"53";"Кольквіція (Kolkwitzia)";"";"295-kolkviciya";"kolkviciya";"1";"33";"Кольквіція (Kolkwitzia)";"Кольквіція (Kolkwitzia) - фото, описання, ціни, умови придбанння та доставки";
"1241";"53";"Корілопсіс (Corylopsis)";"";"1241-korilopsis-corylopsis";"korilopsis-corylopsis";"0";"34";"Корілопсіс (Corylopsis)";"Корілопсіс (Corylopsis)";
"1258";"53";"Красивоплідник (Callicarpa)";"";"1258-krasivoplidnik-callicarpa";"krasivoplidnik-callicarpa";"1";"35";"Красивоплідник (Callicarpa)";"Красивоплідник (Callicarpa)";
"1346";"53";"Кумкват (Citrus Japonica)";"Кумкват — компактне цитрусове дерево або кущ, яке вирощують як декоративну та плодову рослину. Утворює ароматні білі квіти та дрібні їстівні плоди з солодкою шкіркою і кислуватою м’якоттю. Ідеально підходить для контейнерного вирощування в зимових садах, на терасах і в оранжереях.";"1346-kumkvat-citrus-japonica";"kumkvat-citrus-japonica";"1";"36";"Кумкват (Citrus Japonica)";"Кумкват (Citrus Japonica)";
"1207";"53";"Крушина (Frangula)";"Крушина  — листяний чагарник або невелике дерево . Рослина висотою від 2 до 7 м, з темно-бурою та  червоно-бурою корою. Листя до 6 см чергові, овальної форми. Цвіте у травні - липні дрібними квітами. Невибаглива, проте на початку літнього сезону рекомендується трохи підживлювати органічними добривами. Досить посухостійка, однак у дуже спекотну погоду потребує поливу (особливо молоді рослини). У декоративному озеленені використовується досить часто (є види, які характеризуються витонченістю такі як Крушина ламка 'Аспленіфолія' та ін.). ";"1207-krushina-frangula";"krushina-frangula";"0";"37";"";"";
"1250";"53";"Лавр (Laurus)";"";"1250-lavr-laurus";"lavr-laurus";"1";"38";"Лавр (Laurus)";"Лавр (Laurus)";
"346";"53";"Лавровишня (Prunus laurocerasus)";"Лавровишня – вічнозелений чагарник. Висота рослини складає від 2-х до 5 метрів. Листя зелене, щільне. Починає розквітати у чотирирічному віці у квітні – травні. Квітки білого кольору, дуже ароматні, зібрані у видовжені суцвіття, до 15 см. Після цвітіння рослина дає плоди, які нагадують плоди вишні. Для її посадки краще вибирати світлі місця, проте добре себе почуватиме також і в напівтінистих ділянках. Потребує пухкого та родючого грунту. В спекотний період необхідно часто поливати. Морозостійка та швидкоростуча. Широко використовують у декоративному озеленені в садах і парках. З лавровишні також формують живоплоти.";"346-lavrovishnya";"lavrovishnya";"1";"39";"Лавровишня";"";
"1323";"53";"Лагерстремія (Lagerstroemia)";"Lagerstroemia (Лагерстремія)";"1323-lagerstroemia";"lagerstroemia";"1";"40";"Lagerstroemia (Лагерстремія)";"Lagerstroemia (Лагерстремія)";
"173";"53";"Перстач (Potentilla)";"";"173-lapchatka";"lapchatka";"1";"41";"Перстач - Potentilla";"П'ятилисник, пятилисник, Перстач, Лапчатка";
"1218";"53";"Нандіна (Nandina)";"Нандіна – багаторічна листяна рослина. Може виростати до 4 м. Має циліндричну форму крони з видовженими листочками. Залежно від сезону листя змінює колір. Квітне влітку, білими квітами. Плоди нандіни є отруйними, тому, після контакту потрібно обов’язково мити руки. Ця рослина досить  вибаглива. Вона потребує хорошої вологості, освітлення та тепла. Нандіна  використовується в ландшафтному дизайні для озеленення садів а також як контейнерна рослина. З неї ще формують бонсаї.";"1218-nandina-nandina";"nandina-nandina";"1";"42";"";"";
"1335";"53";"Обліпиха (Hippophae)";"";"1335-hippophae";"hippophae";"1";"43";"Обліпиха (Hippophae)";"Обліпиха (Hippophae)";
"301";"53";"Падуб (Ilex)";"";"301-padub-ilex";"padub-ilex";"1";"44";"Падуб (Гостролист) Ilex";"Падуб (Гостролист) Ilex";
"1327";"53";"Щитник (Папороть) (Dryopteris)";"";"1327-dryopteris";"dryopteris";"0";"45";"Щитник (Папороть) (Dryopteris)";"Щитник (Папороть) (Dryopteris)";
"277";"53";"Півонія (Paeonia)";"Півонія – багаторічний листопадний кущ. Винятково гарний серед усіх квітучих навесні кущів. Квіти залежно від сорту вирізняються своїм  забарвленням. Краще висаджувати в захищених місцях, на сонці або в напівтінь. У виборі ділянки надає перевагу добре дренованим та родючим грунтам. Хоча півонія цвіте лише два-три тижні, проте вона чудово підходять для посадки в комбінації з іншими рослинами та гарно прикрасить ваші сади.";"277-pivoniya";"pivoniya";"1";"46";"Півонія (Paeonia)";"Півонія (Paeonia)";
"174";"53";"Піраканта (Pyracantha)";"Піраканта – багаторічний листяний чагарник.  Напів-вічнозелений кущ, що росте спочатку вертикально, з часом поширюючись в сторони. Славиться своєю універсальністю - її можна вирощувати як солітер, біля стін або використати в якості засобу для створення чудових живоплотів. Темно-зелене листя та ягідні плоди , вкривають колючі пагони. Висаджені рослини зачаровують з  пізнього літа до кінця  осені, коли піраканта вкрита яскраво-оранжевими плодами, які виблискують на фоні глянцевого зеленого листя.";"174-pyracantha";"pyracantha";"1";"47";"Піраканта - Pyracantha";"Піраканта - Pyracantha";
"1199";"53";"Порічка (Ribes)";"Порічки – листопадний чагарник. Може виростати до 2 м заввишки. Пагони гладенькі, деякі види з колючками. Листки світло-зеленого відтінку, опушені, 3-5-лопатеві з зазубреними краями. Квітнуть в травні. Квітки жовті, дрібні, зібрані в китиці. Рослини невибагливі, добре зростають на достатньо зволожених і родючих грунтах. Найкраще себе почувають на освітлених та напівтінистих місцях. Цінуються у аграрній промисловості через свої ягоди, які мають високий вміст вітамінів. Деякі види характеризуються високою декоративністю і можуть застосовуватися в озелененні в одиночних та групових посадках. Часто з цих рослин створюють живоплоти.";"1199-porichka-ribes";"porichka-ribes";"1";"48";"";"";
"172";"53";"Пухироплідник (Physocarpus)";"Пухироплідник калинолистий, також називають фізокарпус (лат. Physocarpus opulifolius) - листопадний чагарник; вид роду Пухироплідник сімейства Розові. Використовується як декоративний чагарник в одиночних і групових посадках, як підлісок в розріджених лісових насадженнях, уздовж доріг і залізничних магістралей, для високих живоплотів, для стрижених живоплотів та форм. Після цвітіння суцвіття виглядають як гроно бульбашок. Кущ пухироплідник відрізняється розлогими пониклими гілками, які утворюють густу крону у формі кулі. Висота пухироплідника до 3 м, листя три-п'ятилопатеве, нагадує обрисами листя калини.В розсаднику "Зелені Янголи" ви можете придбати саджанці пухироплідника із закритою кореневою системою, що дозволяє здійснювати посадку практично круглий рік. Ми доставляємо саджанці в будь-яку точку України. Також у нас можна придбати декоративні кущі гуртом! Щоб отримати пропозицію зв'яжіться з нами зручним для вас способом";"172-puhyroplidnyk";"puhyroplidnyk";"1";"49";"Пухироплідник";"Пухироплідник";
"246";"53";"Рокитник (Cytisus) ";"";"246-cytisus";"cytisus";"1";"50";"Рокитник (Cytisus) ";"Рокитник (Cytisus) ";
"238";"53";"Самшит (Buxus)";"Самшит- вічнозелений розлогий кущ, може виростати до 10 м заввишки, діаметром до 1м. Крона компактна та густа. Листки дрібні, шкірясті та темно-зелені. Рослина характеризується повільним ростом, в 10 річному віці висотою до  0,8 м, діаметром до 0,5 м. Самшит характеризується достатньою тіневитривалістю та декоративністю. Потребує періодичного розпушення грунту та регулярного поливу. Також рекомендується раз на місяць підживлювати мінеральними та органічними добривами. Високою популярністю самшит користується у топіарному мистецтві. Часто з цих рослин створюють красиві живоплоти. ";"238-buxus";"buxus";"1";"51";"Самшит (Buxus)";"Самшит (Buxus)";
"239";"53";"Сантоліна (Santolina)";"";"239-santolina";"santolina";"1";"52";"Сантоліна (Santolina)";"Сантоліна (Santolina)";
"276";"53";"Скімія (Skimmia)";"";"276-skimiya";"skimiya";"1";"53";"Скімія (Skimmia)";"Різні сорти Скімії (Скіммії)";
"240";"53";"Скумпія (Cotinus)";"";"240-cotinus";"cotinus";"1";"54";"Скумпія (Cotinus)";"Скумпія (Cotinus)";
"352";"53";"Сніжноягідник (Symphoricarpos)";"Сніжноягідник – декоративний листяний чагарник. Листочки в нього зеленого кольору, овальної форми. Квітне з червня і до осені. Колір квітів залежить від сорту. Сніжноягідник є чудовим медоносом. Його квіти дуже приваблюють бджіл. Восени на кущах дозрівають ягоди, що надає сніжноягіднику ще більшого шарму. Не вибагливий до якості грунту, морозостійкий. Ідеально підходить для створення живоплотів, що не вимагають особливого догляду. ";"352-snizhnoyagidnik-symphoricarpos";"snizhnoyagidnik-symphoricarpos";"1";"55";"Сніжноягідник";"";
